Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
3/10 (63476) to (62473),1,A*,0.030583,4,17,13,9.95837,34
3/10 (63476) to (62473),1,CA*,0.027792,4,10,6,9.95837,34
3/10 (63476) to (62473),2,A*,0.033542,4,17,13,9.95837,34
3/10 (63476) to (62473),2,CA*,0.029459,4,10,6,9.95837,34
3/10 (63476) to (62473),5,A*,0.029083,4,17,13,9.95837,34
3/10 (63476) to (62473),5,CA*,0.019208,4,10,6,9.95837,34
3/10 (63476) to (62473),10,A*,0.023958,4,17,13,9.95837,34
3/10 (63476) to (62473),10,CA*,0.018959,4,10,6,9.95837,34
4/10 (141394) to (9225),1,A*,171.648,28577,53142,628,9.94523,4006
4/10 (141394) to (9225),1,CA*,153.987,28554,47079,602,9.94523,4006
4/10 (141394) to (9225),2,A*,132.718,21801,47071,511,11.2759,4542
4/10 (141394) to (9225),2,CA*,115.308,21748,37048,426,11.256,4534
4/10 (141394) to (9225),5,A*,80.6274,13917,30848,855,12.681,5108
4/10 (141394) to (9225),5,CA*,74.3982,13913,26490,685,12.6612,5100
4/10 (141394) to (9225),10,A*,58.2003,10645,22201,894,12.681,5108
4/10 (141394) to (9225),10,CA*,55.4694,10652,20230,691,12.6612,5100
5/10 (378187) to (70412),1,A*,2.10925,409,1512,1010,9.92029,3980
5/10 (378187) to (70412),1,CA*,1.72263,409,1058,565,9.92029,3980
5/10 (378187) to (70412),2,A*,1.94237,319,1351,1026,10.0997,4052
5/10 (378187) to (70412),2,CA*,1.38192,321,889,565,10.0599,4036
5/10 (378187) to (70412),5,A*,1.82629,316,1342,1026,10.1147,4058
5/10 (378187) to (70412),5,CA*,1.40587,318,884,566,10.0748,4042
5/10 (378187) to (70412),10,A*,2.00413,316,1342,1026,10.1147,4058
5/10 (378187) to (70412),10,CA*,1.48775,318,884,566,10.0748,4042
6/10 (22198) to (337333),1,A*,75.2115,14214,28344,524,9.93051,4010
6/10 (22198) to (337333),1,CA*,65.2225,14201,26413,478,9.93051,4010
6/10 (22198) to (337333),2,A*,22.9459,4584,11325,958,10.7626,4346
6/10 (22198) to (337333),2,CA*,19.8587,4607,8975,648,10.6833,4314
6/10 (22198) to (337333),5,A*,18.4379,3725,9455,1016,11.7631,4750
6/10 (22198) to (337333),5,CA*,16.5392,3749,7225,684,11.6293,4696
6/10 (22198) to (337333),10,A*,16.1943,3420,8210,1041,12.3574,4990
6/10 (22198) to (337333),10,CA*,14.9957,3428,6600,701,12.1742,4916
7/10 (49710) to (197424),1,A*,838.838,108838,196877,864,9.92392,7970
7/10 (49710) to (197424),1,CA*,718.632,108829,184808,849,9.92392,7970
7/10 (49710) to (197424),2,A*,352.233,54930,110123,1127,10.6237,8532
7/10 (49710) to (197424),2,CA*,321.867,54958,92322,893,10.6113,8522
7/10 (49710) to (197424),5,A*,157.405,26445,58553,1612,11.2936,9070
7/10 (49710) to (197424),5,CA*,144.421,26672,49413,1136,11.2687,9050
7/10 (49710) to (197424),10,A*,130.957,22819,47610,1718,11.326,9096
7/10 (49710) to (197424),10,CA*,123.517,22990,42608,1184,11.2936,9070
8/10 (161472) to (5063),1,A*,399.202,56555,104233,1404,9.90065,7930
8/10 (161472) to (5063),1,CA*,341.281,56888,97799,1289,9.90814,7936
8/10 (161472) to (5063),2,A*,78.2364,14940,27788,1591,11.0068,8816
8/10 (161472) to (5063),2,CA*,70.5593,14861,24117,1089,10.9469,8768
8/10 (161472) to (5063),5,A*,35.3171,6528,17964,1746,12.2628,9822
8/10 (161472) to (5063),5,CA*,29.8796,6538,12830,1195,12.1455,9728
8/10 (161472) to (5063),10,A*,19.3299,3720,10128,1820,12.5774,10074
8/10 (161472) to (5063),10,CA*,16.3718,3737,7349,1222,12.3952,9928
9/10 (10) to (468383),1,A*,685.198,92891,169063,801,9.874,7908
9/10 (10) to (468383),1,CA*,591.725,92882,160190,774,9.874,7908
9/10 (10) to (468383),2,A*,102.428,17855,36669,1472,10.4658,8382
9/10 (10) to (468383),2,CA*,87.4903,17659,31086,1045,10.4059,8334
9/10 (10) to (468383),5,A*,64.5637,11082,28978,1753,11.0627,8860
9/10 (10) to (468383),5,CA*,54.4318,11048,21193,1125,10.9403,8762
9/10 (10) to (468383),10,A*,54.3987,9780,23974,1799,11.2375,9000
9/10 (10) to (468383),10,CA*,47.9679,9784,18789,1142,11.0901,8882
10/10 (230474) to (13040),1,A*,299.3,45199,89991,648,9.94364,6812
10/10 (230474) to (13040),1,CA*,262.056,45168,76882,590,9.94364,6812
10/10 (230474) to (13040),2,A*,78.1347,14893,28271,1345,11.126,7622
10/10 (230474) to (13040),2,CA*,72.3498,14814,24423,977,11.1143,7614
10/10 (230474) to (13040),5,A*,50.1369,8814,21156,1461,12.2004,8358
10/10 (230474) to (13040),5,CA*,42.6662,8832,16123,1051,12.1566,8328
10/10 (230474) to (13040),10,A*,34.4946,6702,15652,1482,12.6033,8634
10/10 (230474) to (13040),10,CA*,31.0245,6717,12175,1030,12.5332,8586
1/10 (385492) to (383492),1,A*,0.016417,3,5,2,10,20
1/10 (385492) to (383492),1,CA*,0.009959,3,4,1,10,20
1/10 (385492) to (383492),2,A*,0.00975,3,5,2,10,20
1/10 (385492) to (383492),2,CA*,0.009291,3,4,1,10,20
1/10 (385492) to (383492),5,A*,0.010041,3,5,2,10,20
1/10 (385492) to (383492),5,CA*,0.007917,3,4,1,10,20
1/10 (385492) to (383492),10,A*,0.008959,3,5,2,10,20
1/10 (385492) to (383492),10,CA*,0.009125,3,4,1,10,20
2/10 (458322) to (458323),1,A*,0.0205,2,9,7,10,10
2/10 (458322) to (458323),1,CA*,0.014292,2,2,0,10,10
2/10 (458322) to (458323),2,A*,0.021708,2,9,7,10,10
2/10 (458322) to (458323),2,CA*,0.008083,2,2,0,10,10
2/10 (458322) to (458323),5,A*,0.011875,2,9,7,10,10
2/10 (458322) to (458323),5,CA*,0.006167,2,2,0,10,10
2/10 (458322) to (458323),10,A*,0.013042,2,9,7,10,10
2/10 (458322) to (458323),10,CA*,0.010583,2,2,0,10,10
3/10 (468314) to (467312),1,A*,0.020458,3,14,11,9.94113,24
3/10 (468314) to (467312),1,CA*,0.018583,3,7,4,9.94113,24
3/10 (468314) to (467312),2,A*,0.019292,3,14,11,9.94113,24
3/10 (468314) to (467312),2,CA*,0.015208,3,7,4,9.94113,24
3/10 (468314) to (467312),5,A*,0.023875,3,14,11,9.94113,24
3/10 (468314) to (467312),5,CA*,0.016792,3,7,4,9.94113,24
3/10 (468314) to (467312),10,A*,0.019167,3,14,11,9.94113,24
3/10 (468314) to (467312),10,CA*,0.020167,3,7,4,9.94113,24
4/10 (160215) to (239248),1,A*,119.498,22636,36573,538,9.90213,4122
4/10 (160215) to (239248),1,CA*,117.101,22636,34440,534,9.91654,4128
4/10 (160215) to (239248),2,A*,84.0424,17214,28047,493,9.90213,4122
4/10 (160215) to (239248),2,CA*,81.7065,17214,25744,373,9.91654,4128
4/10 (160215) to (239248),5,A*,80.6217,16697,27726,486,10.1472,4224
4/10 (160215) to (239248),5,CA*,79.8969,16705,25721,368,10.1904,4242
4/10 (160215) to (239248),10,A*,78.8007,16534,27128,504,10.3009,4288
4/10 (160215) to (239248),10,CA*,78.44,16540,25495,386,10.3297,4300
5/10 (431368) to (43322),1,A*,55.4747,9948,23465,540,9.97488,4176
5/10 (431368) to (43322),1,CA*,47.9904,9925,19462,506,9.97488,4176
5/10 (431368) to (43322),2,A*,2.18075,455,1340,801,10.1277,4240
5/10 (431368) to (43322),2,CA*,1.85542,455,1141,644,10.1277,4240
5/10 (431368) to (43322),5,A*,2.16158,429,1252,804,10.2997,4312
5/10 (431368) to (43322),5,CA*,1.738,429,1096,660,10.2997,4312
5/10 (431368) to (43322),10,A*,2.02754,421,1238,805,10.2997,4312
5/10 (431368) to (43322),10,CA*,1.78633,421,1086,661,10.2997,4312
6/10 (6570) to (109427),1,A*,105.758,17007,42017,928,9.93819,4164
6/10 (6570) to (109427),1,CA*,87.3816,16939,33135,756,9.93819,4164
6/10 (6570) to (109427),2,A*,24.2986,4065,12215,1037,10.721,4492
6/10 (6570) to (109427),2,CA*,19.6786,4067,8257,643,10.6828,4476
6/10 (6570) to (109427),5,A*,9.03017,1848,4241,1033,11.4561,4800
6/10 (6570) to (109427),5,CA*,8.64704,1849,3867,751,11.4323,4790
6/10 (6570) to (109427),10,A*,6.32246,1331,3209,1034,11.5039,4820
6/10 (6570) to (109427),10,CA*,6.05642,1333,2858,748,11.4323,4790
7/10 (293254) to (216258),1,A*,1154.72,139883,219438,1368,9.94552,8300
7/10 (293254) to (216258),1,CA*,0.014375,2,2,0,0,0
7/10 (293254) to (216258),2,A*,895.648,115836,184800,1494,10.0989,8428
7/10 (293254) to (216258),2,CA*,0.0135,2,2,0,0,0
7/10 (293254) to (216258),5,A*,417.451,66547,103564,1459,10.6142,8858
7/10 (293254) to (216258),5,CA*,0.014459,2,2,0,0,0
7/10 (293254) to (216258),10,A*,318.619,56325,82819,1355,10.885,9084
7/10 (293254) to (216258),10,CA*,0.009417,2,2,0,0,0
8/10 (289258) to (216268),1,A*,1113.96,136883,215456,1311,9.94751,8292
8/10 (289258) to (216268),1,CA*,1046.28,136867,203237,1307,9.9547,8298
8/10 (289258) to (216268),2,A*,891.366,114357,184989,1423,10.1299,8444
8/10 (289258) to (216268),2,CA*,817.102,114341,170048,1408,10.1371,8450
8/10 (289258) to (216268),5,A*,410.251,65797,103026,1361,10.6649,8890
8/10 (289258) to (216268),5,CA*,390.592,65719,95317,1323,10.6697,8894
8/10 (289258) to (216268),10,A*,311.766,55025,81507,1344,10.8952,9082
8/10 (289258) to (216268),10,CA*,298.959,55003,75847,1284,10.8928,9080
9/10 (213269) to (296239),1,A*,1238.58,146576,241091,1198,9.9437,8280
9/10 (213269) to (296239),1,CA*,1147.2,146574,227158,1193,9.9509,8286
9/10 (213269) to (296239),2,A*,955.059,120367,202629,1672,10.0398,8360
9/10 (213269) to (296239),2,CA*,932.811,120362,187570,1582,10.047,8366
9/10 (213269) to (296239),5,A*,416.253,67237,109204,1658,10.5466,8782
9/10 (213269) to (296239),5,CA*,744.984,67323,98627,1543,10.5754,8806
9/10 (213269) to (296239),10,A*,352.684,58697,91019,1520,10.7435,8946
9/10 (213269) to (296239),10,CA*,321.068,58336,82980,1326,10.7411,8944
10/10 (3957) to (194411),1,A*,204.718,35388,71295,682,9.87129,5680
10/10 (3957) to (194411),1,CA*,0.026666,8,8,0,0,0
10/10 (3957) to (194411),2,A*,10.7416,2012,5971,1277,10.0381,5776
10/10 (3957) to (194411),2,CA*,0.030625,8,8,0,0,0
10/10 (3957) to (194411),5,A*,4.24188,898,2568,1283,10.4865,6034
10/10 (3957) to (194411),5,CA*,0.028875,8,8,0,0,0
10/10 (3957) to (194411),10,A*,3.71271,742,2215,1291,10.5908,6094
10/10 (3957) to (194411),10,CA*,0.028875,8,8,0,0,0
1/10 (150167) to (149169),1,A*,0.023875,3,11,8,9.94113,24
1/10 (150167) to (149169),1,CA*,0.016625,3,7,4,9.94113,24
1/10 (150167) to (149169),2,A*,0.040625,3,11,8,9.94113,24
1/10 (150167) to (149169),2,CA*,0.022458,3,7,4,9.94113,24
1/10 (150167) to (149169),5,A*,0.022916,3,11,8,9.94113,24
1/10 (150167) to (149169),5,CA*,0.016666,3,7,4,9.94113,24
1/10 (150167) to (149169),10,A*,0.018667,3,11,8,9.94113,24
1/10 (150167) to (149169),10,CA*,0.024625,3,7,4,9.94113,24
2/10 (502637) to (501638),1,A*,0.019541,2,9,7,9.89949,14
2/10 (502637) to (501638),1,CA*,0.010333,2,4,2,9.89949,14
2/10 (502637) to (501638),2,A*,0.014167,2,9,7,9.89949,14
2/10 (502637) to (501638),2,CA*,0.011375,2,4,2,9.89949,14
2/10 (502637) to (501638),5,A*,0.020458,2,9,7,9.89949,14
2/10 (502637) to (501638),5,CA*,0.015458,2,4,2,9.89949,14
2/10 (502637) to (501638),10,A*,0.015625,2,9,7,9.89949,14
2/10 (502637) to (501638),10,CA*,0.009875,2,4,2,9.89949,14
3/10 (43140) to (42941),1,A*,0.02675,3,14,11,9.94113,24
3/10 (43140) to (42941),1,CA*,0.020083,3,7,4,9.94113,24
3/10 (43140) to (42941),2,A*,0.029083,3,14,11,9.94113,24
3/10 (43140) to (42941),2,CA*,0.021333,3,7,4,9.94113,24
3/10 (43140) to (42941),5,A*,0.024542,3,14,11,9.94113,24
3/10 (43140) to (42941),5,CA*,0.021,3,7,4,9.94113,24
3/10 (43140) to (42941),10,A*,0.09175,3,14,11,9.94113,24
3/10 (43140) to (42941),10,CA*,0.020542,3,7,4,9.94113,24
4/10 (565561) to (263493),1,A*,398.599,59078,100421,929,9.93468,5976
4/10 (565561) to (263493),1,CA*,325.756,59093,93160,819,9.98123,6004
4/10 (565561) to (263493),2,A*,148.528,27060,52386,1052,10.1608,6112
4/10 (565561) to (263493),2,CA*,132.593,26957,47221,856,10.1674,6116
4/10 (565561) to (263493),5,A*,113.781,19327,48857,1153,10.6362,6398
4/10 (565561) to (263493),5,CA*,97.4082,19368,36250,893,10.6396,6400
4/10 (565561) to (263493),10,A*,114.286,19667,48693,1164,10.726,6452
4/10 (565561) to (263493),10,CA*,99.5327,19662,36894,876,10.6728,6420
5/10 (86439) to (341189),1,A*,481.08,74006,124235,699,9.91623,5950
5/10 (86439) to (341189),1,CA*,445.606,73788,116613,639,9.91623,5950
5/10 (86439) to (341189),2,A*,173.791,29916,61186,1273,9.91623,5950
5/10 (86439) to (341189),2,CA*,151.994,29915,52589,1072,9.91623,5950
5/10 (86439) to (341189),5,A*,86.9931,14670,40242,1246,10.6729,6404
5/10 (86439) to (341189),5,CA*,72.635,14629,28197,902,10.6195,6372
5/10 (86439) to (341189),10,A*,80.0978,13402,36600,1270,10.6729,6404
5/10 (86439) to (341189),10,CA*,67.2205,13401,25876,886,10.6195,6372
6/10 (650229) to (243251),1,A*,424.153,60407,124024,588,9.93034,6006
6/10 (650229) to (243251),1,CA*,374.425,60365,104091,526,9.93034,6006
6/10 (650229) to (243251),2,A*,140.506,20968,54659,1295,10.7637,6510
6/10 (650229) to (243251),2,CA*,114.486,20997,41049,923,10.724,6486
6/10 (650229) to (243251),5,A*,52.2628,9229,23349,1203,11.6201,7028
6/10 (650229) to (243251),5,CA*,45.9727,9225,17743,849,11.6829,7066
6/10 (650229) to (243251),10,A*,53.0174,9375,23142,1229,12.0864,7310
6/10 (650229) to (243251),10,CA*,46.9436,9361,18020,853,12.0004,7258
7/10 (40736) to (68793),1,A*,1712.66,195345,393007,1836,9.95207,11998
7/10 (40736) to (68793),1,CA*,1425.7,195326,357760,1735,9.95207,11998
7/10 (40736) to (68793),2,A*,380.548,51849,108394,2341,10.264,12374
7/10 (40736) to (68793),2,CA*,311.488,51853,94574,1766,10.2573,12366
7/10 (40736) to (68793),5,A*,194.093,30192,77864,2451,11.5878,13970
7/10 (40736) to (68793),5,CA*,167.48,30164,58790,1762,11.5331,13904
7/10 (40736) to (68793),10,A*,174.235,28252,66751,2508,11.6923,14096
7/10 (40736) to (68793),10,CA*,155.291,28253,55094,1761,11.621,14010
8/10 (506321) to (1662),1,A*,856.166,115176,219301,2634,9.93376,11972
8/10 (506321) to (1662),1,CA*,747.487,115171,197278,2342,9.97193,12018
8/10 (506321) to (1662),2,A*,234.616,34686,66502,2035,10.0864,12156
8/10 (506321) to (1662),2,CA*,204.795,34690,56958,1539,10.118,12194
8/10 (506321) to (1662),5,A*,179.26,26074,50293,2070,10.722,12922
8/10 (506321) to (1662),5,CA*,152.732,26018,42599,1478,10.7834,12996
8/10 (506321) to (1662),10,A*,164.243,25426,46044,2101,10.8564,13084
8/10 (506321) to (1662),10,CA*,148.797,25419,41484,1473,10.8266,13048
9/10 (503488) to (7363),1,A*,1147.21,154868,289135,2945,9.93411,11988
9/10 (503488) to (7363),1,CA*,994.715,154833,258542,2888,9.95234,12010
9/10 (503488) to (7363),2,A*,200.57,36413,65526,2102,10.0534,12132
9/10 (503488) to (7363),2,CA*,187.737,36394,54047,1707,10.065,12146
9/10 (503488) to (7363),5,A*,172.053,31345,57191,2186,10.4578,12620
9/10 (503488) to (7363),5,CA*,160.361,31344,49341,1714,10.4545,12616
9/10 (503488) to (7363),10,A*,159.592,30041,51567,2191,10.6269,12824
9/10 (503488) to (7363),10,CA*,152.512,30014,47174,1716,10.6004,12792
10/10 (758313) to (31838),1,A*,6.92446,1499,3834,1379,9.92943,5500
10/10 (758313) to (31838),1,CA*,5.92188,1499,3165,788,9.92943,5500
10/10 (758313) to (31838),2,A*,17.5601,3629,8362,1412,10.4024,5762
10/10 (758313) to (31838),2,CA*,15.2986,3632,7271,820,10.3591,5738
10/10 (758313) to (31838),5,A*,19.425,3817,10522,1458,13.2802,7356
10/10 (758313) to (31838),5,CA*,16.8337,3826,7662,1015,13.2549,7342
10/10 (758313) to (31838),10,A*,15.4039,3063,8412,1507,13.3163,7376
10/10 (758313) to (31838),10,CA*,13.7209,3058,6202,1034,13.3018,7368
1/10 (25683) to (25884),1,A*,0.0365,3,14,11,9.94113,24
1/10 (25683) to (25884),1,CA*,0.020583,3,7,4,9.94113,24
1/10 (25683) to (25884),2,A*,0.019125,3,14,11,9.94113,24
1/10 (25683) to (25884),2,CA*,0.014417,3,7,4,9.94113,24
1/10 (25683) to (25884),5,A*,0.017459,3,14,11,9.94113,24
1/10 (25683) to (25884),5,CA*,0.012792,3,7,4,9.94113,24
1/10 (25683) to (25884),10,A*,0.018791,3,14,11,9.94113,24
1/10 (25683) to (25884),10,CA*,0.019667,3,7,4,9.94113,24
2/10 (443365) to (440363),1,A*,0.028042,4,19,15,9.92575,38
2/10 (443365) to (440363),1,CA*,0.019459,4,10,6,9.92575,38
2/10 (443365) to (440363),2,A*,0.028417,4,19,15,9.92575,38
2/10 (443365) to (440363),2,CA*,0.029375,4,10,6,9.92575,38
2/10 (443365) to (440363),5,A*,0.029042,4,19,15,9.92575,38
2/10 (443365) to (440363),5,CA*,0.017917,4,10,6,9.92575,38
2/10 (443365) to (440363),10,A*,0.024666,4,19,15,9.92575,38
2/10 (443365) to (440363),10,CA*,0.0255,4,10,6,9.92575,38
3/10 (358164) to (361166),1,A*,0.026916,4,19,15,9.92575,38
3/10 (358164) to (361166),1,CA*,0.020625,4,10,6,9.92575,38
3/10 (358164) to (361166),2,A*,0.025875,4,19,15,9.92575,38
3/10 (358164) to (361166),2,CA*,0.019333,4,10,6,9.92575,38
3/10 (358164) to (361166),5,A*,0.025583,4,19,15,9.92575,38
3/10 (358164) to (361166),5,CA*,0.01875,4,10,6,9.92575,38
3/10 (358164) to (361166),10,A*,0.034125,4,19,15,9.92575,38
3/10 (358164) to (361166),10,CA*,0.0325,4,10,6,9.92575,38
4/10 (10245) to (118476),1,A*,87.2489,15176,30018,582,9.9263,3622
4/10 (10245) to (118476),1,CA*,78.6758,15176,26759,473,9.9263,3622
4/10 (10245) to (118476),2,A*,16.528,3063,7966,769,10.3209,3766
4/10 (10245) to (118476),2,CA*,14.2678,3079,6099,477,10.3209,3766
4/10 (10245) to (118476),5,A*,3.65437,775,2000,790,11.2144,4092
4/10 (10245) to (118476),5,CA*,3.77758,773,1596,521,11.1924,4084
4/10 (10245) to (118476),10,A*,2.92112,598,1629,787,11.2144,4092
4/10 (10245) to (118476),10,CA*,2.44733,597,1266,509,11.1924,4084
5/10 (335169) to (11274),1,A*,2.44754,508,1418,734,9.95939,3660
5/10 (335169) to (11274),1,CA*,2.11958,508,1205,540,9.95939,3660
5/10 (335169) to (11274),2,A*,1.78262,339,1115,765,10.373,3812
5/10 (335169) to (11274),2,CA*,1.481,338,879,540,10.2859,3780
5/10 (335169) to (11274),5,A*,1.77642,332,1100,768,10.3893,3818
5/10 (335169) to (11274),5,CA*,1.45721,337,878,541,10.3023,3786
5/10 (335169) to (11274),10,A*,1.76958,332,1100,768,10.3893,3818
5/10 (335169) to (11274),10,CA*,1.44608,337,878,541,10.3023,3786
6/10 (162331) to (458495),1,A*,30.7647,5565,11904,816,9.90676,3646
6/10 (162331) to (458495),1,CA*,26.9226,5557,11097,641,9.90676,3646
6/10 (162331) to (458495),2,A*,3.62387,699,2182,965,10.6676,3926
6/10 (162331) to (458495),2,CA*,3.44496,707,1568,560,10.6458,3918
6/10 (162331) to (458495),5,A*,2.48204,468,1590,969,11.086,4080
6/10 (162331) to (458495),5,CA*,1.91796,459,1102,563,11.0262,4058
6/10 (162331) to (458495),10,A*,2.36717,433,1501,975,11.249,4140
6/10 (162331) to (458495),10,CA*,1.95167,430,1049,565,11.1893,4118
7/10 (504465) to (7617),1,A*,238.903,37575,69250,1680,9.92538,7268
7/10 (504465) to (7617),1,CA*,205.934,37557,65981,1270,9.92538,7268
7/10 (504465) to (7617),2,A*,58.7515,10808,23977,1721,11.3101,8282
7/10 (504465) to (7617),2,CA*,51.872,10828,21079,1198,11.2992,8274
7/10 (504465) to (7617),5,A*,33.3041,6187,15377,1915,12.5037,9156
7/10 (504465) to (7617),5,CA*,29.064,6145,11709,1277,12.4108,9088
7/10 (504465) to (7617),10,A*,30.406,5852,13496,1988,12.9953,9516
7/10 (504465) to (7617),10,CA*,27.6774,5844,10951,1312,12.9024,9448
8/10 (50716) to (44486),1,A*,232.933,38909,75464,1538,9.90171,7272
8/10 (50716) to (44486),1,CA*,204.647,38909,72772,1415,9.90171,7272
8/10 (50716) to (44486),2,A*,16.4654,3218,7857,1763,11.6936,8588
8/10 (50716) to (44486),2,CA*,13.0219,3246,6297,1116,11.6827,8580
8/10 (50716) to (44486),5,A*,15.5796,3198,8007,1877,12.5487,9216
8/10 (50716) to (44486),5,CA*,13.2632,3175,6039,1215,12.4997,9180
8/10 (50716) to (44486),10,A*,18.7206,3612,8665,1913,12.6032,9256
8/10 (50716) to (44486),10,CA*,18.3149,3648,6698,1213,12.4997,9180
9/10 (2415) to (458485),1,A*,274.042,43632,83219,1403,9.90762,7254
9/10 (2415) to (458485),1,CA*,243.433,43630,80636,1253,9.90762,7254
9/10 (2415) to (458485),2,A*,63.1146,11366,26755,1869,12.0082,8792
9/10 (2415) to (458485),2,CA*,54.808,11384,22381,1253,11.9864,8776
9/10 (2415) to (458485),5,A*,38.127,7065,16428,2066,13.4724,9864
9/10 (2415) to (458485),5,CA*,34.3075,7019,12874,1306,13.4041,9814
9/10 (2415) to (458485),10,A*,37.9132,7061,15684,2099,13.8821,10164
9/10 (2415) to (458485),10,CA*,34.3302,7038,12741,1299,13.7783,10088
10/10 (327275) to (120470),1,A*,10.6337,2195,4921,759,9.86958,2898
10/10 (327275) to (120470),1,CA*,9.60412,2181,4493,546,9.86958,2898
10/10 (327275) to (120470),2,A*,1.28479,216,979,763,9.95132,2922
10/10 (327275) to (120470),2,CA*,0.937625,217,611,394,9.92407,2914
10/10 (327275) to (120470),5,A*,1.38721,216,979,763,9.95132,2922
10/10 (327275) to (120470),5,CA*,0.956125,217,611,394,9.92407,2914
10/10 (327275) to (120470),10,A*,1.29729,216,979,763,9.95132,2922
10/10 (327275) to (120470),10,CA*,0.937291,217,611,394,9.92407,2914
1/10 (46164) to (48162),1,A*,0.061416,3,14,11,9.89949,28
1/10 (46164) to (48162),1,CA*,0.01625,3,7,4,9.89949,28
1/10 (46164) to (48162),2,A*,0.019333,3,14,11,9.89949,28
1/10 (46164) to (48162),2,CA*,0.013583,3,7,4,9.89949,28
1/10 (46164) to (48162),5,A*,0.019708,3,14,11,9.89949,28
1/10 (46164) to (48162),5,CA*,0.012709,3,7,4,9.89949,28
1/10 (46164) to (48162),10,A*,0.019584,3,14,11,9.89949,28
1/10 (46164) to (48162),10,CA*,0.012959,3,7,4,9.89949,28
2/10 (230389) to (229386),1,A*,0.032709,4,17,13,9.95837,34
2/10 (230389) to (229386),1,CA*,0.024875,4,10,6,9.95837,34
2/10 (230389) to (229386),2,A*,0.0315,4,17,13,9.95837,34
2/10 (230389) to (229386),2,CA*,0.033667,4,10,6,9.95837,34
2/10 (230389) to (229386),5,A*,0.0325,4,17,13,9.95837,34
2/10 (230389) to (229386),5,CA*,0.019792,4,10,6,9.95837,34
2/10 (230389) to (229386),10,A*,0.024833,4,17,13,9.95837,34
2/10 (230389) to (229386),10,CA*,0.02125,4,10,6,9.95837,34
3/10 (3369) to (5372),1,A*,0.028625,4,19,15,9.92575,38
3/10 (3369) to (5372),1,CA*,0.0205,4,10,6,9.92575,38
3/10 (3369) to (5372),2,A*,0.023583,4,19,15,9.92575,38
3/10 (3369) to (5372),2,CA*,0.021291,4,10,6,9.92575,38
3/10 (3369) to (5372),5,A*,0.025167,4,19,15,9.92575,38
3/10 (3369) to (5372),5,CA*,0.025666,4,10,6,9.92575,38
3/10 (3369) to (5372),10,A*,0.059,4,19,15,9.92575,38
3/10 (3369) to (5372),10,CA*,0.026375,4,10,6,9.92575,38
