Scenario,Weight,Algorithm,Time (ms),Expansions,Generations,Open,Quality,Path
10/10 (91578) to (688534),5,A*,6.82271,1496,3294,1197,10.7111,7830
10/10 (91578) to (688534),5,CA*,6.03433,1504,2841,837,10.7194,7836
10/10 (91578) to (688534),10,A*,7.43942,1660,3563,1230,10.7111,7830
10/10 (91578) to (688534),10,CA*,6.671,1670,3097,865,10.7194,7836
1/10 (81240) to (79239),1,A*,0.022958,3,14,11,9.94113,24
1/10 (81240) to (79239),1,CA*,0.013208,3,7,4,9.94113,24
1/10 (81240) to (79239),2,A*,0.016666,3,14,11,9.94113,24
1/10 (81240) to (79239),2,CA*,0.011667,3,7,4,9.94113,24
1/10 (81240) to (79239),5,A*,0.017208,3,14,11,9.94113,24
1/10 (81240) to (79239),5,CA*,0.011292,3,7,4,9.94113,24
1/10 (81240) to (79239),10,A*,0.015792,3,14,11,9.94113,24
1/10 (81240) to (79239),10,CA*,0.012333,3,7,4,9.94113,24
2/10 (99228) to (97226),1,A*,0.016833,3,14,11,9.89949,28
2/10 (99228) to (97226),1,CA*,0.011959,3,7,4,9.89949,28
2/10 (99228) to (97226),2,A*,0.015875,3,14,11,9.89949,28
2/10 (99228) to (97226),2,CA*,0.012333,3,7,4,9.89949,28
2/10 (99228) to (97226),5,A*,0.016,3,14,11,9.89949,28
2/10 (99228) to (97226),5,CA*,0.010625,3,7,4,9.89949,28
2/10 (99228) to (97226),10,A*,0.015792,3,14,11,9.89949,28
2/10 (99228) to (97226),10,CA*,0.010584,3,7,4,9.89949,28
3/10 (353229) to (352226),1,A*,0.023583,4,17,13,9.95837,34
3/10 (353229) to (352226),1,CA*,0.0165,4,10,6,9.95837,34
3/10 (353229) to (352226),2,A*,0.02275,4,17,13,9.95837,34
3/10 (353229) to (352226),2,CA*,0.015542,4,10,6,9.95837,34
3/10 (353229) to (352226),5,A*,0.020208,4,17,13,9.95837,34
3/10 (353229) to (352226),5,CA*,0.014709,4,10,6,9.95837,34
3/10 (353229) to (352226),10,A*,0.020042,4,17,13,9.95837,34
3/10 (353229) to (352226),10,CA*,0.017125,4,10,6,9.95837,34
4/10 (4699) to (182185),1,A*,67.9781,13891,23240,336,9.88965,3310
4/10 (4699) to (182185),1,CA*,63.0603,13890,21162,294,9.88965,3310
4/10 (4699) to (182185),2,A*,52.9716,10551,21034,455,10.4872,3510
4/10 (4699) to (182185),2,CA*,47.0857,10383,17055,400,10.3916,3478
4/10 (4699) to (182185),5,A*,32.4416,6854,14872,615,12.6743,4242
4/10 (4699) to (182185),5,CA*,29.6445,6787,11788,470,12.501,4184
4/10 (4699) to (182185),10,A*,23.6639,5149,11200,730,13.3256,4460
4/10 (4699) to (182185),10,CA*,21.7042,5123,8959,559,13.1165,4390
5/10 (234350) to (128169),1,A*,69.4465,14431,25981,355,9.92846,3362
5/10 (234350) to (128169),1,CA*,64.6055,14361,23318,326,9.92846,3362
5/10 (234350) to (128169),2,A*,35.7284,7051,15257,509,10.7317,3634
5/10 (234350) to (128169),2,CA*,31.1462,7018,12659,412,10.7081,3626
5/10 (234350) to (128169),5,A*,12.5889,2479,6499,693,12.2969,4164
5/10 (234350) to (128169),5,CA*,11.3902,2447,4763,504,12.2083,4134
5/10 (234350) to (128169),10,A*,10.1839,1933,5085,772,12.7753,4326
5/10 (234350) to (128169),10,CA*,8.84337,1930,3843,543,12.728,4310
6/10 (373175) to (56158),1,A*,46.7524,8423,20626,656,9.97699,3390
6/10 (373175) to (56158),1,CA*,39.9129,8393,16186,626,9.97699,3390
6/10 (373175) to (56158),2,A*,1.95325,414,1156,638,10.4714,3558
6/10 (373175) to (56158),2,CA*,1.63946,417,978,511,10.3772,3526
6/10 (373175) to (56158),5,A*,1.80421,396,1074,641,10.6186,3608
6/10 (373175) to (56158),5,CA*,1.58413,402,949,522,10.4832,3562
6/10 (373175) to (56158),10,A*,1.77725,394,1071,642,10.6186,3608
6/10 (373175) to (56158),10,CA*,1.5775,401,948,522,10.4832,3562
7/10 (7157) to (304370),1,A*,363.614,57467,100000,765,9.88634,6622
7/10 (7157) to (304370),1,CA*,332.479,57463,93014,664,9.88634,6622
7/10 (7157) to (304370),2,A*,249.133,40252,80469,987,10.6627,7142
7/10 (7157) to (304370),2,CA*,230.806,40102,68512,801,10.6149,7110
7/10 (7157) to (304370),5,A*,136.271,24698,48842,1316,12.0242,8054
7/10 (7157) to (304370),5,CA*,127.206,24766,41913,920,11.9824,8026
7/10 (7157) to (304370),10,A*,118.753,22288,41634,1465,12.5199,8386
7/10 (7157) to (304370),10,CA*,113.319,22314,37625,998,12.4184,8318
8/10 (288379) to (7547),1,A*,286.976,47996,89940,608,9.89457,6636
8/10 (288379) to (7547),1,CA*,260.552,47956,82348,541,9.89457,6636
8/10 (288379) to (7547),2,A*,259.877,41355,90578,727,10.5268,7060
8/10 (288379) to (7547),2,CA*,225.771,41331,73534,591,10.5148,7052
8/10 (288379) to (7547),5,A*,151.651,25028,53111,1298,12.1759,8166
8/10 (288379) to (7547),5,CA*,138.305,25240,45455,961,12.1878,8174
8/10 (288379) to (7547),10,A*,89.905,16991,34256,1361,13.0407,8746
8/10 (288379) to (7547),10,CA*,85.2543,16957,30425,944,12.9631,8694
9/10 (8622) to (216377),1,A*,389.965,59024,111333,665,9.87993,6628
9/10 (8622) to (216377),1,CA*,350.527,59022,99685,592,9.87993,6628
9/10 (8622) to (216377),2,A*,248.523,39907,84089,848,10.5448,7074
9/10 (8622) to (216377),2,CA*,219.889,39799,69951,765,10.5328,7066
9/10 (8622) to (216377),5,A*,54.5756,10357,23953,1419,11.4451,7678
9/10 (8622) to (216377),5,CA*,48.7079,10317,18867,1073,11.3497,7614
9/10 (8622) to (216377),10,A*,35.9313,7073,15628,1442,11.4451,7678
9/10 (8622) to (216377),10,CA*,32.6371,7080,12878,1039,11.3497,7614
10/10 (22012) to (233296),1,A*,222.653,37721,69262,559,9.88623,4904
10/10 (22012) to (233296),1,CA*,207.274,37721,61594,536,9.88623,4904
10/10 (22012) to (233296),2,A*,151.725,25759,56254,640,10.4346,5176
10/10 (22012) to (233296),2,CA*,134.083,25579,44618,581,10.3378,5128
10/10 (22012) to (233296),5,A*,64.197,12470,25720,920,11.2248,5568
10/10 (22012) to (233296),5,CA*,60.8904,12433,22605,709,11.116,5514
10/10 (22012) to (233296),10,A*,57.7461,10986,22737,972,11.3942,5652
10/10 (22012) to (233296),10,CA*,53.919,10982,20227,750,11.3135,5612
1/10 (171163) to (169164),1,A*,0.028583,3,14,11,9.94113,24
1/10 (171163) to (169164),1,CA*,0.016459,3,7,4,9.94113,24
1/10 (171163) to (169164),2,A*,0.021667,3,14,11,9.94113,24
1/10 (171163) to (169164),2,CA*,0.0155,3,7,4,9.94113,24
1/10 (171163) to (169164),5,A*,0.027166,3,14,11,9.94113,24
1/10 (171163) to (169164),5,CA*,0.017041,3,7,4,9.94113,24
1/10 (171163) to (169164),10,A*,0.023209,3,14,11,9.94113,24
1/10 (171163) to (169164),10,CA*,0.015334,3,7,4,9.94113,24
2/10 (730321) to (731323),1,A*,0.027417,3,14,11,9.94113,24
2/10 (730321) to (731323),1,CA*,0.013833,3,7,4,9.94113,24
2/10 (730321) to (731323),2,A*,0.020583,3,14,11,9.94113,24
2/10 (730321) to (731323),2,CA*,0.015,3,7,4,9.94113,24
2/10 (730321) to (731323),5,A*,0.031708,3,14,11,9.94113,24
2/10 (730321) to (731323),5,CA*,0.016792,3,7,4,9.94113,24
2/10 (730321) to (731323),10,A*,0.0225,3,14,11,9.94113,24
2/10 (730321) to (731323),10,CA*,0.015834,3,7,4,9.94113,24
3/10 (765353) to (763355),1,A*,0.0245,3,14,11,9.89949,28
3/10 (765353) to (763355),1,CA*,0.013917,3,7,4,9.89949,28
3/10 (765353) to (763355),2,A*,0.022084,3,14,11,9.89949,28
3/10 (765353) to (763355),2,CA*,0.013542,3,7,4,9.89949,28
3/10 (765353) to (763355),5,A*,0.019875,3,14,11,9.89949,28
3/10 (765353) to (763355),5,CA*,0.019292,3,7,4,9.89949,28
3/10 (765353) to (763355),10,A*,0.0215,3,14,11,9.89949,28
3/10 (765353) to (763355),10,CA*,0.014292,3,7,4,9.89949,28
4/10 (139253) to (231526),1,A*,228.161,40091,72795,352,9.89354,7216
4/10 (139253) to (231526),1,CA*,206.941,40089,69394,329,9.95661,7262
4/10 (139253) to (231526),2,A*,46.8797,10133,16736,1139,10.42,7600
4/10 (139253) to (231526),2,CA*,44.3293,10116,15363,750,10.3734,7566
4/10 (139253) to (231526),5,A*,32.1412,7414,11716,1266,10.8862,7940
4/10 (139253) to (231526),5,CA*,31.1039,7423,10054,784,10.8505,7914
4/10 (139253) to (231526),10,A*,29.1641,6876,10354,1296,10.9136,7960
4/10 (139253) to (231526),10,CA*,28.6352,6906,9128,790,10.878,7934
5/10 (23744) to (469277),1,A*,269.999,42701,79723,1332,9.92335,7258
5/10 (23744) to (469277),1,CA*,232.894,42692,77830,1186,9.92335,7258
5/10 (23744) to (469277),2,A*,57.7348,9934,21574,1837,10.3937,7602
5/10 (23744) to (469277),2,CA*,53.0295,9935,18887,1139,10.3827,7594
5/10 (23744) to (469277),5,A*,58.1395,9216,25042,1769,13.2813,9714
5/10 (23744) to (469277),5,CA*,46.32,9215,17772,1160,12.9996,9508
5/10 (23744) to (469277),10,A*,53.6257,8822,23607,1798,13.3168,9740
5/10 (23744) to (469277),10,CA*,44.2229,8835,17036,1176,13.1363,9608
6/10 (79596) to (614183),1,A*,153.18,26718,54495,1194,9.91088,7230
6/10 (79596) to (614183),1,CA*,134.068,26670,51539,1020,9.91088,7230
6/10 (79596) to (614183),2,A*,3.92287,740,2673,1816,10.3057,7518
6/10 (79596) to (614183),2,CA*,2.98054,736,1808,994,10.2837,7502
6/10 (79596) to (614183),5,A*,3.68987,680,2584,1833,10.4565,7628
6/10 (79596) to (614183),5,CA*,2.72708,680,1708,1000,10.4126,7596
6/10 (79596) to (614183),10,A*,3.61792,665,2557,1837,10.4565,7628
6/10 (79596) to (614183),10,CA*,2.71275,665,1686,1000,10.4126,7596
7/10 (55593) to (252657),1,A*,2134.51,248414,422584,1380,9.92316,14450
7/10 (55593) to (252657),1,CA*,1884.71,248374,407291,1251,9.93826,14472
7/10 (55593) to (252657),2,A*,1219.07,158319,303060,1783,11.1524,16240
7/10 (55593) to (252657),2,CA*,1078.66,157126,259393,1649,11.1181,16190
7/10 (55593) to (252657),5,A*,509.514,71243,145784,2489,11.9311,17374
7/10 (55593) to (252657),5,CA*,449.982,71084,123570,1822,11.8748,17292
7/10 (55593) to (252657),10,A*,492.843,69098,134381,2829,12.6398,18406
7/10 (55593) to (252657),10,CA*,448.293,69093,120338,2074,12.5368,18256
8/10 (121238) to (673524),1,A*,2046.77,248728,425076,1007,9.91316,14468
8/10 (121238) to (673524),1,CA*,1823.35,248719,401751,958,9.92823,14490
8/10 (121238) to (673524),2,A*,870.442,126763,251599,1778,10.4969,15320
8/10 (121238) to (673524),2,CA*,764.516,126788,213068,1516,10.4846,15302
8/10 (121238) to (673524),5,A*,449.693,71928,149739,2597,11.3191,16520
8/10 (121238) to (673524),5,CA*,409.161,72190,126210,1965,11.2561,16428
8/10 (121238) to (673524),10,A*,180.106,34319,64760,2417,11.0231,16088
8/10 (121238) to (673524),10,CA*,173.921,34273,58209,1623,10.9163,15932
9/10 (260672) to (54671),1,A*,1930.37,232635,399172,1296,9.92685,14472
9/10 (260672) to (54671),1,CA*,1707.67,232577,380502,1257,9.94194,14494
9/10 (260672) to (54671),2,A*,899.052,117658,236251,2015,10.5963,15448
9/10 (260672) to (54671),2,CA*,779.326,116296,196149,1727,10.5346,15358
9/10 (260672) to (54671),5,A*,221.009,33521,65612,2325,11.2411,16388
9/10 (260672) to (54671),5,CA*,196.711,33350,58171,1652,11.1121,16200
9/10 (260672) to (54671),10,A*,164.053,27842,52389,2382,11.3701,16576
9/10 (260672) to (54671),10,CA*,153.427,27793,47982,1647,11.2644,16422
10/10 (189561) to (382449),1,A*,28.9376,5848,11896,351,9.90667,2402
10/10 (189561) to (382449),1,CA*,25.924,5843,11424,339,9.90667,2402
10/10 (189561) to (382449),2,A*,1.12346,204,787,580,9.97266,2418
10/10 (189561) to (382449),2,CA*,0.853542,204,551,347,9.97266,2418
10/10 (189561) to (382449),5,A*,1.11604,202,785,582,10.0304,2432
10/10 (189561) to (382449),5,CA*,0.848417,203,551,348,9.97266,2418
10/10 (189561) to (382449),10,A*,1.11971,202,785,582,10.0304,2432
10/10 (189561) to (382449),10,CA*,0.852375,203,551,348,9.97266,2418
1/10 (660720) to (659722),1,A*,0.022083,3,11,8,9.94113,24
1/10 (660720) to (659722),1,CA*,0.015583,3,7,4,9.94113,24
1/10 (660720) to (659722),2,A*,0.016834,3,11,8,9.94113,24
1/10 (660720) to (659722),2,CA*,0.014667,3,7,4,9.94113,24
1/10 (660720) to (659722),5,A*,0.016791,3,11,8,9.94113,24
1/10 (660720) to (659722),5,CA*,0.012667,3,7,4,9.94113,24
1/10 (660720) to (659722),10,A*,0.015833,3,11,8,9.94113,24
1/10 (660720) to (659722),10,CA*,0.0185,3,7,4,9.94113,24
2/10 (15257) to (15455),1,A*,0.021958,3,14,11,9.89949,28
2/10 (15257) to (15455),1,CA*,0.014375,3,7,4,9.89949,28
2/10 (15257) to (15455),2,A*,0.020667,3,14,11,9.89949,28
2/10 (15257) to (15455),2,CA*,0.0135,3,7,4,9.89949,28
2/10 (15257) to (15455),5,A*,0.021083,3,14,11,9.89949,28
2/10 (15257) to (15455),5,CA*,0.014375,3,7,4,9.89949,28
2/10 (15257) to (15455),10,A*,0.018667,3,14,11,9.89949,28
2/10 (15257) to (15455),10,CA*,0.01575,3,7,4,9.89949,28
3/10 (487586) to (485584),1,A*,0.018375,3,14,11,9.89949,28
3/10 (487586) to (485584),1,CA*,0.012834,3,7,4,9.89949,28
3/10 (487586) to (485584),2,A*,0.021667,3,14,11,9.89949,28
3/10 (487586) to (485584),2,CA*,0.0125,3,7,4,9.89949,28
3/10 (487586) to (485584),5,A*,0.023792,3,14,11,9.89949,28
3/10 (487586) to (485584),5,CA*,0.014834,3,7,4,9.89949,28
3/10 (487586) to (485584),10,A*,0.019083,3,14,11,9.89949,28
3/10 (487586) to (485584),10,CA*,0.013709,3,7,4,9.89949,28
4/10 (582245) to (747442),1,A*,225.397,39088,72681,708,9.92217,5480
4/10 (582245) to (747442),1,CA*,208.29,38892,66825,686,9.93303,5486
4/10 (582245) to (747442),2,A*,113.572,20862,33021,986,9.95114,5496
4/10 (582245) to (747442),2,CA*,111.476,20664,32079,724,9.962,5502
4/10 (582245) to (747442),5,A*,108.336,19587,32256,1022,10.0924,5574
4/10 (582245) to (747442),5,CA*,108.295,19494,30927,769,10.1032,5580
4/10 (582245) to (747442),10,A*,103.747,18872,31316,1096,10.0924,5574
4/10 (582245) to (747442),10,CA*,101.909,18811,29941,841,10.1032,5580
5/10 (44027) to (202471),1,A*,35.5467,7675,16460,1353,9.91219,5542
5/10 (44027) to (202471),1,CA*,32.0375,7656,14893,1128,9.91219,5542
5/10 (44027) to (202471),2,A*,12.313,2589,6190,1441,10.785,6030
5/10 (44027) to (202471),2,CA*,10.5097,2567,5088,821,10.7135,5990
5/10 (44027) to (202471),5,A*,12.6802,2503,7075,1506,14.6054,8166
5/10 (44027) to (202471),5,CA*,10.5937,2500,5019,947,14.5052,8110
5/10 (44027) to (202471),10,A*,9.14283,1835,5354,1518,14.6054,8166
5/10 (44027) to (202471),10,CA*,7.624,1848,3766,934,14.5052,8110
6/10 (636694) to (237515),1,A*,201.384,36252,75073,713,9.89094,5474
6/10 (636694) to (237515),1,CA*,179.058,36220,67633,606,9.89094,5474
6/10 (636694) to (237515),2,A*,32.6209,6184,15798,1295,10.1222,5602
6/10 (636694) to (237515),2,CA*,29.5508,6139,12009,797,10.0644,5570
6/10 (636694) to (237515),5,A*,30.2007,5788,12757,1391,10.6824,5912
6/10 (636694) to (237515),5,CA*,44.7085,5814,11218,845,10.6571,5898
6/10 (636694) to (237515),10,A*,35.8379,6656,14402,1436,11.4738,6350
6/10 (636694) to (237515),10,CA*,32.4238,6641,12777,895,11.4485,6336
7/10 (767755) to (535),1,A*,185.689,33044,65908,2099,9.90211,10980
7/10 (767755) to (535),1,CA*,161.734,33022,63701,1717,9.90211,10980
7/10 (767755) to (535),2,A*,7.15742,1318,4764,2836,10.0969,11196
7/10 (767755) to (535),2,CA*,5.64708,1319,3126,1514,10.0753,11172
7/10 (767755) to (535),5,A*,5.52013,978,3971,2841,10.1384,11242
7/10 (767755) to (535),5,CA*,4.21275,985,2610,1529,10.1149,11216
7/10 (767755) to (535),10,A*,5.39579,944,3895,2842,10.1618,11268
7/10 (767755) to (535),10,CA*,4.08258,955,2552,1529,10.133,11236
8/10 (743761) to (235),1,A*,416.504,70363,139409,3576,9.90374,10992
8/10 (743761) to (235),1,CA*,360.767,70324,134704,3225,9.90374,10992
8/10 (743761) to (235),2,A*,8.81692,1663,5581,2813,9.98303,11080
8/10 (743761) to (235),2,CA*,7.50392,1672,3938,1560,9.96141,11056
8/10 (743761) to (235),5,A*,6.848,1177,4468,2839,10.0821,11190
8/10 (743761) to (235),5,CA*,5.35933,1182,3007,1569,10.0659,11172
8/10 (743761) to (235),10,A*,6.01725,1067,4184,2847,10.1056,11216
8/10 (743761) to (235),10,CA*,4.61704,1077,2808,1575,10.0839,11192
9/10 (1743) to (76736),1,A*,486.575,71342,141916,2920,9.90473,11004
9/10 (1743) to (76736),1,CA*,411.096,71340,137150,2628,9.90473,11004
9/10 (1743) to (76736),2,A*,8.45121,1536,5213,2761,10.2144,11348
9/10 (1743) to (76736),2,CA*,6.67654,1539,3478,1464,10.1784,11308
9/10 (1743) to (76736),5,A*,5.79283,1017,3973,2774,10.2864,11428
9/10 (1743) to (76736),5,CA*,4.45196,1023,2612,1484,10.2504,11388
9/10 (1743) to (76736),10,A*,5.49975,975,3875,2775,10.3098,11454
9/10 (1743) to (76736),10,CA*,4.13529,981,2529,1482,10.2684,11408
10/10 (662161) to (498335),1,A*,5.03967,1159,2399,599,9.90272,2564
10/10 (662161) to (498335),1,CA*,4.47767,1141,2028,401,9.90272,2564
10/10 (662161) to (498335),2,A*,1.44125,269,958,635,9.96451,2580
10/10 (662161) to (498335),2,CA*,1.11592,270,674,364,9.93362,2572
10/10 (662161) to (498335),5,A*,1.27275,229,893,643,10.0881,2612
10/10 (662161) to (498335),5,CA*,1.00687,226,599,365,10.0263,2596
10/10 (662161) to (498335),10,A*,1.3125,222,880,647,10.0881,2612
10/10 (662161) to (498335),10,CA*,0.98375,221,589,365,10.0263,2596
1/10 (458453) to (456455),1,A*,0.024625,3,14,11,9.89949,28
1/10 (458453) to (456455),1,CA*,0.014625,3,7,4,9.89949,28
1/10 (458453) to (456455),2,A*,0.018625,3,14,11,9.89949,28
1/10 (458453) to (456455),2,CA*,0.012458,3,7,4,9.89949,28
1/10 (458453) to (456455),5,A*,0.01875,3,14,11,9.89949,28
1/10 (458453) to (456455),5,CA*,0.012666,3,7,4,9.89949,28
1/10 (458453) to (456455),10,A*,0.017834,3,14,11,9.89949,28
1/10 (458453) to (456455),10,CA*,0.01175,3,7,4,9.89949,28
2/10 (51437) to (50435),1,A*,0.019291,3,14,11,9.94113,24
2/10 (51437) to (50435),1,CA*,0.019333,3,7,4,9.94113,24
2/10 (51437) to (50435),2,A*,0.018875,3,14,11,9.94113,24
2/10 (51437) to (50435),2,CA*,0.014709,3,7,4,9.94113,24
2/10 (51437) to (50435),5,A*,0.017833,3,14,11,9.94113,24
2/10 (51437) to (50435),5,CA*,0.012916,3,7,4,9.94113,24
2/10 (51437) to (50435),10,A*,0.01675,3,14,11,9.94113,24
2/10 (51437) to (50435),10,CA*,0.013375,3,7,4,9.94113,24
3/10 (135499) to (138497),1,A*,0.026584,4,19,15,9.92575,38
3/10 (135499) to (138497),1,CA*,0.01925,4,10,6,9.92575,38
3/10 (135499) to (138497),2,A*,0.025041,4,19,15,9.92575,38
3/10 (135499) to (138497),2,CA*,0.017292,4,10,6,9.92575,38
3/10 (135499) to (138497),5,A*,0.023917,4,19,15,9.92575,38
3/10 (135499) to (138497),5,CA*,0.016542,4,10,6,9.92575,38
3/10 (135499) to (138497),10,A*,0.022625,4,19,15,9.92575,38
3/10 (135499) to (138497),10,CA*,0.017458,4,10,6,9.92575,38
4/10 (95436) to (392236),1,A*,280.232,45071,82500,692,9.90845,5582
4/10 (95436) to (392236),1,CA*,251.604,45062,77215,553,9.90845,5582
4/10 (95436) to (392236),2,A*,110.115,18529,42421,734,10.6469,5998
4/10 (95436) to (392236),2,CA*,94.0102,18512,32234,502,10.6327,5990
4/10 (95436) to (392236),5,A*,50.6689,9360,20731,1132,11.1546,6284
4/10 (95436) to (392236),5,CA*,46.5547,9355,17492,742,11.1404,6276
4/10 (95436) to (392236),10,A*,41.6316,8115,17406,1175,11.1546,6284
4/10 (95436) to (392236),10,CA*,38.5577,8107,15118,760,11.1404,6276
5/10 (452156) to (152227),1,A*,384.961,59939,117069,791,9.9538,5556
5/10 (452156) to (152227),1,CA*,340.384,59715,103328,746,9.9538,5556
5/10 (452156) to (152227),2,A*,224.236,35264,81729,740,11.1004,6196
5/10 (452156) to (152227),2,CA*,184.814,34451,60842,656,11.0287,6156
5/10 (452156) to (152227),5,A*,61.5959,12452,22537,710,11.2688,6290
5/10 (452156) to (152227),5,CA*,59.7549,12453,20640,507,11.2222,6264
5/10 (452156) to (152227),10,A*,49.6517,10405,17189,821,11.3046,6310
5/10 (452156) to (152227),10,CA*,49.0397,10413,16271,612,11.2222,6264
6/10 (12331) to (100475),1,A*,238.058,41453,84052,646,9.92305,5584
6/10 (12331) to (100475),1,CA*,219.73,41452,75163,583,9.92305,5584
6/10 (12331) to (100475),2,A*,60.7633,11080,28856,1365,11.6894,6578
6/10 (12331) to (100475),2,CA*,51.903,11025,21158,902,11.661,6562
6/10 (12331) to (100475),5,A*,20.1897,4144,9019,1484,12.9476,7286
6/10 (12331) to (100475),5,CA*,18.9245,4132,7985,1020,12.9192,7270
6/10 (12331) to (100475),10,A*,14.311,3154,6819,1488,13.0542,7346
6/10 (12331) to (100475),10,CA*,13.761,3149,6130,1012,12.9902,7310
7/10 (507496) to (177),1,A*,826.263,109608,207246,805,9.91869,11070
7/10 (507496) to (177),1,CA*,708.534,109509,187719,679,9.91869,11070
7/10 (507496) to (177),2,A*,230.688,36646,73636,1279,10.5674,11794
7/10 (507496) to (177),2,CA*,200.089,36506,64416,856,10.5387,11762
7/10 (507496) to (177),5,A*,119.393,19551,49535,2110,11.4741,12806
7/10 (507496) to (177),5,CA*,101.847,19594,37203,1424,11.4616,12792
7/10 (507496) to (177),10,A*,83.0995,14599,34851,2225,11.7662,13132
7/10 (507496) to (177),10,CA*,74.4476,14547,27322,1459,11.7053,13064
8/10 (508499) to (345),1,A*,895.38,116148,220214,931,9.92318,11080
8/10 (508499) to (345),1,CA*,771.751,116023,199254,878,9.92318,11080
8/10 (508499) to (345),2,A*,257.687,40309,85689,1128,10.8438,12108
8/10 (508499) to (345),2,CA*,218.411,40048,70637,813,10.8009,12060
8/10 (508499) to (345),5,A*,152.867,23864,59364,1968,11.46,12796
8/10 (508499) to (345),5,CA*,129.924,23862,44971,1375,11.4385,12772
8/10 (508499) to (345),10,A*,112.196,18837,44240,2052,11.8971,13284
8/10 (508499) to (345),10,CA*,99.5507,18790,35161,1401,11.8218,13200
9/10 (216104) to (511490),1,A*,875.469,115844,217454,820,9.92928,11082
9/10 (216104) to (511490),1,CA*,758.462,115842,195785,690,9.949,11104
9/10 (216104) to (511490),2,A*,285.442,45700,94232,1219,10.8772,12140
9/10 (216104) to (511490),2,CA*,248.636,45440,78239,990,10.8754,12138
9/10 (216104) to (511490),5,A*,144.287,25733,55278,1840,11.8162,13188
9/10 (216104) to (511490),5,CA*,129.515,25681,45444,1311,11.7356,13098
9/10 (216104) to (511490),10,A*,109.895,20786,40936,2023,12.2284,13648
9/10 (216104) to (511490),10,CA*,104.709,20783,36129,1441,12.1244,13532
10/10 (44375) to (425286),1,A*,242.273,37973,78692,473,9.93438,5006
10/10 (44375) to (425286),1,CA*,210.654,37945,67984,436,9.93438,5006
10/10 (44375) to (425286),2,A*,27.8822,5291,12099,913,11.268,5678
10/10 (44375) to (425286),2,CA*,24.9697,5277,9636,658,11.2362,5662
10/10 (44375) to (425286),5,A*,6.40017,1395,3255,1013,11.6371,5864
10/10 (44375) to (425286),5,CA*,5.80975,1399,2731,687,11.5894,5840
10/10 (44375) to (425286),10,A*,5.29883,1147,2730,1015,11.6371,5864
10/10 (44375) to (425286),10,CA*,4.66862,1151,2289,680,11.5894,5840
1/10 (113264) to (114263),1,A*,0.016833,2,9,7,9.89949,14
1/10 (113264) to (114263),1,CA*,0.008666,2,4,2,9.89949,14
1/10 (113264) to (114263),2,A*,0.016083,2,9,7,9.89949,14
1/10 (113264) to (114263),2,CA*,0.012791,2,4,2,9.89949,14
1/10 (113264) to (114263),5,A*,0.012041,2,9,7,9.89949,14
1/10 (113264) to (114263),5,CA*,0.007875,2,4,2,9.89949,14
1/10 (113264) to (114263),10,A*,0.011625,2,9,7,9.89949,14
1/10 (113264) to (114263),10,CA*,0.007875,2,4,2,9.89949,14
2/10 (351421) to (352418),1,A*,0.024958,4,17,13,9.95837,34
2/10 (351421) to (352418),1,CA*,0.016917,4,10,6,9.95837,34
2/10 (351421) to (352418),2,A*,0.023916,4,17,13,9.95837,34
2/10 (351421) to (352418),2,CA*,0.022417,4,10,6,9.95837,34
2/10 (351421) to (352418),5,A*,0.021125,4,17,13,9.95837,34
2/10 (351421) to (352418),5,CA*,0.016291,4,10,6,9.95837,34
2/10 (351421) to (352418),10,A*,0.022458,4,17,13,9.95837,34
2/10 (351421) to (352418),10,CA*,0.020542,4,10,6,9.95837,34
3/10 (7761) to (7960),1,A*,0.019416,3,14,11,9.94113,24
3/10 (7761) to (7960),1,CA*,0.011416,3,7,4,9.94113,24
3/10 (7761) to (7960),2,A*,0.020167,3,14,11,9.94113,24
3/10 (7761) to (7960),2,CA*,0.016625,3,7,4,9.94113,24
3/10 (7761) to (7960),5,A*,0.019125,3,14,11,9.94113,24
3/10 (7761) to (7960),5,CA*,0.0145,3,7,4,9.94113,24
3/10 (7761) to (7960),10,A*,0.018375,3,14,11,9.94113,24
3/10 (7761) to (7960),10,CA*,0.012708,3,7,4,9.94113,24
4/10 (84475) to (396328),1,A*,120.873,20964,41971,692,9.92785,4350
4/10 (84475) to (396328),1,CA*,106.813,20886,36272,661,9.92785,4350
4/10 (84475) to (396328),2,A*,54.9533,9962,22821,954,10.3843,4550
4/10 (84475) to (396328),2,CA*,47.1593,9969,17751,663,10.293,4510
4/10 (84475) to (396328),5,A*,62.0048,11619,25906,865,11.0233,4830
4/10 (84475) to (396328),5,CA*,57.6686,11632,22237,547,10.9138,4782
4/10 (84475) to (396328),10,A*,59.4146,11267,24706,897,11.0233,4830
4/10 (84475) to (396328),10,CA*,55.7725,11279,21602,567,10.9138,4782
5/10 (135504) to (155183),1,A*,112.51,19825,44432,523,9.92969,4340
5/10 (135504) to (155183),1,CA*,103.872,19756,37520,479,9.92969,4340
5/10 (135504) to (155183),2,A*,26.8422,4916,12837,818,10.5703,4620
5/10 (135504) to (155183),2,CA*,23.3743,4918,9547,579,10.552,4612
5/10 (135504) to (155183),5,A*,7.48125,1585,3713,904,11.7189,5122
5/10 (135504) to (155183),5,CA*,6.93625,1587,3206,650,11.4809,5018
5/10 (135504) to (155183),10,A*,5.00192,1111,2672,926,11.9888,5240
5/10 (135504) to (155183),10,CA*,4.80887,1097,2287,670,11.8378,5174
